Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2
RB.A56,MB.B12L6,16198.4623,EXT,R,A,EVEN,73,150,LBARA.12L6,LBARA_12L6
RB.A56,MB.A12L6,16214.1223,EXT,R,B,ODD,5,5,LBBRC.12L6,LBBRC_12L6
RB.A56,MB.B11L6,16250.302,EXT,R,A,EVEN,74,151,LBARA.11L6,LBARA_11L6
RB.A56,MB.A11L6,16265.962,EXT,R,B,ODD,4,4,LBBRB.11L6,LBBRB_11L6
RB.A56,MB.B10L6,16289.367,EXT,R,A,EVEN,75,152,LBARL.10L6,LBARL_10L6
RB.A56,MB.A10L6,16305.027,EXT,R,B,ODD,3,3,LBBRM.10L6,LBBRM_10L6
RB.A56,MB.B9L6,16329.832,EXT,R,A,EVEN,76,153,LBARE.9L6,LBARE_09L6
RB.A56,MB.A9L6,16345.492,EXT,R,B,ODD,2,2,LBBRF.9L6,LBBRF_09L6
RB.A56,MB.B8L6,16368.897,EXT,R,A,EVEN,77,154,LBARE.8L6,LBARE_08L6
RB.A56,MB.A8L6,16384.557,EXT,R,B,ODD,1,1,LBBRK.8L6,LBBRK_08L6
RB.A67,MB.A8R6,16939.047,EXT,R,A,ODD,1,1,LBARJ.8R6,LBARJ_08R6
RB.A67,MB.B8R6,16954.707,EXT,R,B,EVEN,77,154,LBBRF.8R6,LBBRF_08R6
RB.A67,MB.A9R6,16978.112,EXT,R,A,ODD,2,2,LBARE.9R6,LBARE_09R6
RB.A67,MB.B9R6,16993.772,EXT,R,B,EVEN,76,153,LBBRS.9R6,LBBRS_09R6
RB.A67,MB.A10R6,17018.577,EXT,R,A,ODD,3,3,LBARL.10R6,LBARL_10R6
RB.A67,MB.B10R6,17034.237,EXT,R,B,EVEN,75,152,LBBRN.10R6,LBBRN_10R6
RB.A67,MB.A11R6,17057.642,EXT,R,A,ODD,4,4,LBARA.11R6,LBARA_11R6
RB.A67,MB.B11R6,17073.302,EXT,R,B,EVEN,74,151,LBBRA.11R6,LBBRA_11R6
RB.A67,MB.A12R6,17109.4817,EXT,R,A,ODD,5,5,LBARA.12R6,LBARA_12R6
RB.A67,MB.B12R6,17125.1417,EXT,R,B,EVEN,73,150,LBBRA.12R6,LBBRA_12R6
RB.A67,MB.C12R6,17140.8017,EXT,R,A,ODD,6,6,LBARB.12R6,LBARB_12R6
RB.A67,MB.A13R6,17162.9317,EXT,R,B,EVEN,72,149,LBBRA.13R6,LBBRA_13R6
RB.A67,MB.B13R6,17178.5917,EXT,R,A,ODD,7,7,LBARA.13R6,LBARA_13R6
RB.A67,MB.C13R6,17194.2517,EXT,R,B,EVEN,71,148,LBBRC.13R6,LBBRC_13R6
RB.A67,MB.A14R6,17216.3817,EXT,R,A,ODD,8,8,LBARA.14R6,LBARA_14R6
RB.A67,MB.B14R6,17232.0417,EXT,R,B,EVEN,70,147,LBBRA.14R6,LBBRA_14R6
RB.A67,MB.C14R6,17247.7017,EXT,R,A,ODD,9,9,LBARB.14R6,LBARB_14R6
RB.A67,MB.A15R6,17269.8317,EXT,R,B,EVEN,69,146,LBBRA.15R6,LBBRA_15R6
RB.A67,MB.B15R6,17285.4917,EXT,R,A,ODD,10,10,LBARA.15R6,LBARA_15R6
RB.A67,MB.C15R6,17301.1517,EXT,R,B,EVEN,68,145,LBBRC.15R6,LBBRC_15R6
RB.A67,MB.A16R6,17323.2817,EXT,R,A,ODD,11,11,LBARA.16R6,LBARA_16R6
RB.A67,MB.B16R6,17338.9417,EXT,R,B,EVEN,67,144,LBBRA.16R6,LBBRA_16R6
RB.A67,MB.C16R6,17354.6017,EXT,R,A,ODD,12,12,LBARB.16R6,LBARB_16R6
RB.A67,MB.A17R6,17376.7317,EXT,R,B,EVEN,66,143,LBBRA.17R6,LBBRA_17R6
RB.A67,MB.B17R6,17392.3917,EXT,R,A,ODD,13,13,LBARA.17R6,LBARA_17R6
RB.A67,MB.C17R6,17408.0517,EXT,R,B,EVEN,65,142,LBBRC.17R6,LBBRC_17R6
RB.A67,MB.A18R6,17430.1817,EXT,R,A,ODD,14,14,LBARA.18R6,LBARA_18R6
RB.A67,MB.B18R6,17445.8417,EXT,R,B,EVEN,64,141,LBBRA.18R6,LBBRA_18R6
RB.A67,MB.C18R6,17461.5017,EXT,R,A,ODD,15,15,LBARB.18R6,LBARB_18R6
RB.A67,MB.A19R6,17483.6317,EXT,R,B,EVEN,63,140,LBBRA.19R6,LBBRA_19R6
RB.A67,MB.B19R6,17499.2917,EXT,R,A,ODD,16,16,LBARA.19R6,LBARA_19R6
RB.A67,MB.C19R6,17514.9517,EXT,R,B,EVEN,62,139,LBBRC.19R6,LBBRC_19R6
RB.A67,MB.A20R6,17537.0817,EXT,R,A,ODD,17,17,LBARA.20R6,LBARA_20R6
RB.A67,MB.B20R6,17552.7417,EXT,R,B,EVEN,61,138,LBBRA.20R6,LBBRA_20R6
RB.A67,MB.C20R6,17568.4017,EXT,R,A,ODD,18,18,LBARB.20R6,LBARB_20R6
RB.A67,MB.A21R6,17590.5317,EXT,R,B,EVEN,60,137,LBBRA.21R6,LBBRA_21R6
RB.A67,MB.B21R6,17606.1917,EXT,R,A,ODD,19,19,LBARA.21R6,LBARA_21R6
RB.A67,MB.C21R6,17621.8517,EXT,R,B,EVEN,59,136,LBBRC.21R6,LBBRC_21R6
RB.A67,MB.A22R6,17643.9817,EXT,R,A,ODD,20,20,LBARA.22R6,LBARA_22R6
RB.A67,MB.B22R6,17659.6417,EXT,R,B,EVEN,58,135,LBBRA.22R6,LBBRA_22R6
RB.A67,MB.C22R6,17675.3017,EXT,R,A,ODD,21,21,LBARB.22R6,LBARB_22R6
RB.A67,MB.A23R6,17697.4317,EXT,R,B,EVEN,57,134,LBBRA.23R6,LBBRA_23R6
RB.A67,MB.B23R6,17713.0917,EXT,R,A,ODD,22,22,LBARA.23R6,LBARA_23R6
RB.A67,MB.C23R6,17728.7517,EXT,R,B,EVEN,56,133,LBBRC.23R6,LBBRC_23R6
RB.A67,MB.A24R6,17750.8817,EXT,R,A,ODD,23,23,LBARA.24R6,LBARA_24R6
RB.A67,MB.B24R6,17766.5417,EXT,R,B,EVEN,55,132,LBBRA.24R6,LBBRA_24R6
RB.A67,MB.C24R6,17782.2017,EXT,R,A,ODD,24,24,LBARB.24R6,LBARB_24R6
RB.A67,MB.A25R6,17804.3317,EXT,R,B,EVEN,54,131,LBBRA.25R6,LBBRA_25R6
RB.A67,MB.B25R6,17819.9917,EXT,R,A,ODD,25,25,LBARA.25R6,LBARA_25R6
RB.A67,MB.C25R6,17835.6517,EXT,R,B,EVEN,53,130,LBBRC.25R6,LBBRC_25R6
RB.A67,MB.A26R6,17857.7817,EXT,R,A,ODD,26,26,LBARA.26R6,LBARA_26R6
RB.A67,MB.B26R6,17873.4417,EXT,R,B,EVEN,52,129,LBBRA.26R6,LBBRA_26R6
RB.A67,MB.C26R6,17889.1017,EXT,R,A,ODD,27,27,LBARB.26R6,LBARB_26R6
RB.A67,MB.A27R6,17911.2317,EXT,R,B,EVEN,51,128,LBBRA.27R6,LBBRA_27R6
RB.A67,MB.B27R6,17926.8917,EXT,R,A,ODD,28,28,LBARA.27R6,LBARA_27R6
RB.A67,MB.C27R6,17942.5517,EXT,R,B,EVEN,50,127,LBBRC.27R6,LBBRC_27R6
RB.A67,MB.A28R6,17964.6817,EXT,R,A,ODD,29,29,LBARA.28R6,LBARA_28R6
RB.A67,MB.B28R6,17980.3417,EXT,R,B,EVEN,49,126,LBBRA.28R6,LBBRA_28R6
RB.A67,MB.C28R6,17996.0017,EXT,R,A,ODD,30,30,LBARB.28R6,LBARB_28R6
RB.A67,MB.A29R6,18018.1317,EXT,R,B,EVEN,48,125,LBBRA.29R6,LBBRA_29R6
RB.A67,MB.B29R6,18033.7917,EXT,R,A,ODD,31,31,LBARA.29R6,LBARA_29R6
RB.A67,MB.C29R6,18049.4517,EXT,R,B,EVEN,47,124,LBBRC.29R6,LBBRC_29R6
RB.A67,MB.A30R6,18071.5817,EXT,R,A,ODD,32,32,LBARA.30R6,LBARA_30R6
RB.A67,MB.B30R6,18087.2417,EXT,R,B,EVEN,46,123,LBBRA.30R6,LBBRA_30R6
RB.A67,MB.C30R6,18102.9017,EXT,R,A,ODD,33,33,LBARB.30R6,LBARB_30R6
RB.A67,MB.A31R6,18125.0317,EXT,R,B,EVEN,45,122,LBBRA.31R6,LBBRA_31R6
RB.A67,MB.B31R6,18140.6917,EXT,R,A,ODD,34,34,LBARA.31R6,LBARA_31R6
RB.A67,MB.C31R6,18156.3517,EXT,R,B,EVEN,44,121,LBBRC.31R6,LBBRC_31R6
RB.A67,MB.A32R6,18178.4817,EXT,R,A,ODD,35,35,LBARA.32R6,LBARA_32R6
RB.A67,MB.B32R6,18194.1417,EXT,R,B,EVEN,43,120,LBBRA.32R6,LBBRA_32R6
RB.A67,MB.C32R6,18209.8017,EXT,R,A,ODD,36,36,LBARB.32R6,LBARB_32R6
RB.A67,MB.A33R6,18231.9317,EXT,R,B,EVEN,42,119,LBBRA.33R6,LBBRA_33R6
RB.A67,MB.B33R6,18247.5917,EXT,R,A,ODD,37,37,LBARA.33R6,LBARA_33R6
RB.A67,MB.C33R6,18263.2517,EXT,R,B,EVEN,41,118,LBBRC.33R6,LBBRC_33R6
RB.A67,MB.A34R6,18285.3817,EXT,R,A,ODD,38,38,LBARA.34R6,LBARA_34R6
RB.A67,MB.B34R6,18301.0417,EXT,R,B,EVEN,40,117,LBBRA.34R6,LBBRA_34R6
RB.A67,MB.C34R6,18316.7017,EXT,R,A,ODD,39,39,LBARB.34R6,LBARB_34R6
RB.A67,MB.C34L7,18338.8317,EXT,R,B,EVEN,39,116,LBBRA.34L7,LBBRA_34L7
RB.A67,MB.B34L7,18354.4917,EXT,R,A,ODD,40,40,LBARA.34L7,LBARA_34L7
RB.A67,MB.A34L7,18370.1517,EXT,R,B,EVEN,38,115,LBBRC.34L7,LBBRC_34L7
RB.A67,MB.C33L7,18392.2817,EXT,R,A,ODD,41,41,LBARA.33L7,LBARA_33L7
RB.A67,MB.B33L7,18407.9417,EXT,R,B,EVEN,37,114,LBBRA.33L7,LBBRA_33L7
RB.A67,MB.A33L7,18423.6017,EXT,R,A,ODD,42,42,LBARB.33L7,LBARB_33L7
RB.A67,MB.C32L7,18445.7317,EXT,R,B,EVEN,36,113,LBBRA.32L7,LBBRA_32L7
RB.A67,MB.B32L7,18461.3917,EXT,R,A,ODD,43,43,LBARA.32L7,LBARA_32L7
RB.A67,MB.A32L7,18477.0517,EXT,R,B,EVEN,35,112,LBBRC.32L7,LBBRC_32L7
RB.A67,MB.C31L7,18499.1817,EXT,R,A,ODD,44,44,LBARA.31L7,LBARA_31L7
RB.A67,MB.B31L7,18514.8417,EXT,R,B,EVEN,34,111,LBBRA.31L7,LBBRA_31L7
RB.A67,MB.A31L7,18530.5017,EXT,R,A,ODD,45,45,LBARB.31L7,LBARB_31L7
RB.A67,MB.C30L7,18552.6317,EXT,R,B,EVEN,33,110,LBBRA.30L7,LBBRA_30L7
RB.A67,MB.B30L7,18568.2917,EXT,R,A,ODD,46,46,LBARA.30L7,LBARA_30L7
RB.A67,MB.A30L7,18583.9517,EXT,R,B,EVEN,32,109,LBBRC.30L7,LBBRC_30L7
RB.A67,MB.C29L7,18606.0817,EXT,R,A,ODD,47,47,LBARA.29L7,LBARA_29L7
RB.A67,MB.B29L7,18621.7417,EXT,R,B,EVEN,31,108,LBBRA.29L7,LBBRA_29L7
RB.A67,MB.A29L7,18637.4017,EXT,R,A,ODD,48,48,LBARB.29L7,LBARB_29L7
RB.A67,MB.C28L7,18659.5317,EXT,R,B,EVEN,30,107,LBBRA.28L7,LBBRA_28L7
RB.A67,MB.B28L7,18675.1917,EXT,R,A,ODD,49,49,LBARA.28L7,LBARA_28L7
RB.A67,MB.A28L7,18690.8517,EXT,R,B,EVEN,29,106,LBBRC.28L7,LBBRC_28L7
RB.A67,MB.C27L7,18712.9817,EXT,R,A,ODD,50,50,LBARA.27L7,LBARA_27L7
RB.A67,MB.B27L7,18728.6417,EXT,R,B,EVEN,28,105,LBBRA.27L7,LBBRA_27L7
RB.A67,MB.A27L7,18744.3017,EXT,R,A,ODD,51,51,LBARB.27L7,LBARB_27L7
RB.A67,MB.C26L7,18766.4317,EXT,R,B,EVEN,27,104,LBBRA.26L7,LBBRA_26L7
RB.A67,MB.B26L7,18782.0917,EXT,R,A,ODD,52,52,LBARA.26L7,LBARA_26L7
RB.A67,MB.A26L7,18797.7517,EXT,R,B,EVEN,26,103,LBBRC.26L7,LBBRC_26L7
RB.A67,MB.C25L7,18819.8817,EXT,R,A,ODD,53,53,LBARA.25L7,LBARA_25L7
RB.A67,MB.B25L7,18835.5417,EXT,R,B,EVEN,25,102,LBBRA.25L7,LBBRA_25L7
RB.A67,MB.A25L7,18851.2017,EXT,R,A,ODD,54,54,LBARB.25L7,LBARB_25L7
RB.A67,MB.C24L7,18873.3317,EXT,R,B,EVEN,24,101,LBBRA.24L7,LBBRA_24L7
RB.A67,MB.B24L7,18888.9917,EXT,R,A,ODD,55,55,LBARA.24L7,LBARA_24L7
RB.A67,MB.A24L7,18904.6517,EXT,R,B,EVEN,23,100,LBBRC.24L7,LBBRC_24L7
RB.A67,MB.C23L7,18926.7817,EXT,R,A,ODD,56,56,LBARA.23L7,LBARA_23L7
RB.A67,MB.B23L7,18942.4417,EXT,R,B,EVEN,22,99,LBBRA.23L7,LBBRA_23L7
RB.A67,MB.A23L7,18958.1017,EXT,R,A,ODD,57,57,LBARB.23L7,LBARB_23L7
RB.A67,MB.C22L7,18980.2317,EXT,R,B,EVEN,21,98,LBBRA.22L7,LBBRA_22L7
RB.A67,MB.B22L7,18995.8917,EXT,R,A,ODD,58,58,LBARA.22L7,LBARA_22L7
RB.A67,MB.A22L7,19011.5517,EXT,R,B,EVEN,20,97,LBBRC.22L7,LBBRC_22L7
RB.A67,MB.C21L7,19033.6817,EXT,R,A,ODD,59,59,LBARA.21L7,LBARA_21L7
RB.A67,MB.B21L7,19049.3417,EXT,R,B,EVEN,19,96,LBBRA.21L7,LBBRA_21L7
RB.A67,MB.A21L7,19065.0017,EXT,R,A,ODD,60,60,LBARB.21L7,LBARB_21L7
RB.A67,MB.C20L7,19087.1317,EXT,R,B,EVEN,18,95,LBBRA.20L7,LBBRA_20L7
RB.A67,MB.B20L7,19102.7917,EXT,R,A,ODD,61,61,LBARA.20L7,LBARA_20L7
RB.A67,MB.A20L7,19118.4517,EXT,R,B,EVEN,17,94,LBBRC.20L7,LBBRC_20L7
RB.A67,MB.C19L7,19140.5817,EXT,R,A,ODD,62,62,LBARA.19L7,LBARA_19L7
RB.A67,MB.B19L7,19156.2417,EXT,R,B,EVEN,16,93,LBBRA.19L7,LBBRA_19L7
RB.A67,MB.A19L7,19171.9017,EXT,R,A,ODD,63,63,LBARB.19L7,LBARB_19L7
RB.A67,MB.C18L7,19194.0317,EXT,R,B,EVEN,15,92,LBBRA.18L7,LBBRA_18L7
RB.A67,MB.B18L7,19209.6917,EXT,R,A,ODD,64,64,LBARA.18L7,LBARA_18L7
RB.A67,MB.A18L7,19225.3517,EXT,R,B,EVEN,14,91,LBBRC.18L7,LBBRC_18L7
RB.A67,MB.C17L7,19247.4817,EXT,R,A,ODD,65,65,LBARA.17L7,LBARA_17L7
RB.A67,MB.B17L7,19263.1417,EXT,R,B,EVEN,13,90,LBBRA.17L7,LBBRA_17L7
RB.A67,MB.A17L7,19278.8017,EXT,R,A,ODD,66,66,LBARB.17L7,LBARB_17L7
RB.A67,MB.C16L7,19300.9317,EXT,R,B,EVEN,12,89,LBBRA.16L7,LBBRA_16L7
RB.A67,MB.B16L7,19316.5917,EXT,R,A,ODD,67,67,LBARA.16L7,LBARA_16L7
RB.A67,MB.A16L7,19332.2517,EXT,R,B,EVEN,11,88,LBBRC.16L7,LBBRC_16L7
RB.A67,MB.C15L7,19354.3817,EXT,R,A,ODD,68,68,LBARA.15L7,LBARA_15L7
RB.A67,MB.B15L7,19370.0417,EXT,R,B,EVEN,10,87,LBBRA.15L7,LBBRA_15L7
RB.A67,MB.A15L7,19385.7017,EXT,R,A,ODD,69,69,LBARB.15L7,LBARB_15L7
RB.A67,MB.C14L7,19407.8317,EXT,R,B,EVEN,9,86,LBBRA.14L7,LBBRA_14L7
RB.A67,MB.B14L7,19423.4917,EXT,R,A,ODD,70,70,LBARA.14L7,LBARA_14L7
RB.A67,MB.A14L7,19439.1517,EXT,R,B,EVEN,8,85,LBBRC.14L7,LBBRC_14L7
RB.A67,MB.C13L7,19461.2817,EXT,R,A,ODD,71,71,LBARA.13L7,LBARA_13L7
RB.A67,MB.B13L7,19476.9417,EXT,R,B,EVEN,7,84,LBBRA.13L7,LBBRA_13L7
RB.A67,MB.A13L7,19492.6017,EXT,R,A,ODD,72,72,LBARB.13L7,LBARB_13L7
RB.A67,MB.C12L7,19514.7317,EXT,R,B,EVEN,6,83,LBBRA.12L7,LBBRA_12L7
RB.A67,MB.B12L7,19530.3917,EXT,R,A,ODD,73,73,LBARA.12L7,LBARA_12L7
RB.A67,MB.A12L7,19546.0517,EXT,R,B,EVEN,5,82,LBBRC.12L7,LBBRC_12L7
RB.A67,MB.B11L7,19583.1734,EXT,R,A,ODD,74,74,LBARA.11L7,LBARA_11L7
RB.A67,MB.A11L7,19598.8334,EXT,R,B,EVEN,4,81,LBBRB.11L7,LBBRB_11L7
RB.A67,MB.B10L7,19622.2384,EXT,R,A,ODD,75,75,LBARA.10L7,LBARA_10L7
RB.A67,MB.A10L7,19637.8984,EXT,R,B,EVEN,3,80,LBBRC.10L7,LBBRC_10L7
RB.A67,MB.B9L7,19662.7034,EXT,R,A,ODD,76,76,LBARA.9L7,LBARA_09L7
RB.A67,MB.A9L7,19678.3634,EXT,R,B,EVEN,2,79,LBBRB.9L7,LBBRB_09L7
RB.A67,MB.B8L7,19701.7684,EXT,R,A,ODD,77,77,LBARA.8L7,LBARA_08L7
RB.A67,MB.A8L7,19717.4284,EXT,R,B,EVEN,1,78,LBBRR.8L7,LBBRR_08L7
RB.A78,MB.A8R7,20270.8964,EXT,R,A,EVEN,1,78,LBARA.8R7,LBARA_08R7
RB.A78,MB.B8R7,20286.5564,EXT,R,B,ODD,77,77,LBBRB.8R7,LBBRB_08R7
RB.A78,MB.A9R7,20309.9614,EXT,R,A,EVEN,2,79,LBARA.9R7,LBARA_09R7
RB.A78,MB.B9R7,20325.6214,EXT,R,B,ODD,76,76,LBBRC.9R7,LBBRC_09R7
RB.A78,MB.A10R7,20350.4264,EXT,R,A,EVEN,3,80,LBARA.10R7,LBARA_10R7
RB.A78,MB.B10R7,20366.0864,EXT,R,B,ODD,75,75,LBBRB.10R7,LBBRB_10R7
RB.A78,MB.A11R7,20389.4914,EXT,R,A,EVEN,4,81,LBARA.11R7,LBARA_11R7
RB.A78,MB.B11R7,20405.1514,EXT,R,B,ODD,74,74,LBBRA.11R7,LBBRA_11R7
RB.A78,MB.A12R7,20442.2731,EXT,R,A,EVEN,5,82,LBARA.12R7,LBARA_12R7
RB.A78,MB.B12R7,20457.9331,EXT,R,B,ODD,73,73,LBBRA.12R7,LBBRA_12R7
RB.A78,MB.C12R7,20473.5931,EXT,R,A,EVEN,6,83,LBARB.12R7,LBARB_12R7
RB.A78,MB.A13R7,20495.7231,EXT,R,B,ODD,72,72,LBBRA.13R7,LBBRA_13R7
RB.A78,MB.B13R7,20511.3831,EXT,R,A,EVEN,7,84,LBARA.13R7,LBARA_13R7
RB.A78,MB.C13R7,20527.0431,EXT,R,B,ODD,71,71,LBBRC.13R7,LBBRC_13R7
RB.A78,MB.A14R7,20549.1731,EXT,R,A,EVEN,8,85,LBARA.14R7,LBARA_14R7
RB.A78,MB.B14R7,20564.8331,EXT,R,B,ODD,70,70,LBBRA.14R7,LBBRA_14R7
RB.A78,MB.C14R7,20580.4931,EXT,R,A,EVEN,9,86,LBARB.14R7,LBARB_14R7
RB.A78,MB.A15R7,20602.6231,EXT,R,B,ODD,69,69,LBBRA.15R7,LBBRA_15R7
RB.A78,MB.B15R7,20618.2831,EXT,R,A,EVEN,10,87,LBARA.15R7,LBARA_15R7
RB.A78,MB.C15R7,20633.9431,EXT,R,B,ODD,68,68,LBBRC.15R7,LBBRC_15R7
RB.A78,MB.A16R7,20656.0731,EXT,R,A,EVEN,11,88,LBARA.16R7,LBARA_16R7
RB.A78,MB.B16R7,20671.7331,EXT,R,B,ODD,67,67,LBBRA.16R7,LBBRA_16R7
RB.A78,MB.C16R7,20687.3931,EXT,R,A,EVEN,12,89,LBARB.16R7,LBARB_16R7
RB.A78,MB.A17R7,20709.5231,EXT,R,B,ODD,66,66,LBBRA.17R7,LBBRA_17R7
RB.A78,MB.B17R7,20725.1831,EXT,R,A,EVEN,13,90,LBARA.17R7,LBARA_17R7
RB.A78,MB.C17R7,20740.8431,EXT,R,B,ODD,65,65,LBBRC.17R7,LBBRC_17R7
RB.A78,MB.A18R7,20762.9731,EXT,R,A,EVEN,14,91,LBARA.18R7,LBARA_18R7
RB.A78,MB.B18R7,20778.6331,EXT,R,B,ODD,64,64,LBBRA.18R7,LBBRA_18R7
RB.A78,MB.C18R7,20794.2931,EXT,R,A,EVEN,15,92,LBARB.18R7,LBARB_18R7
RB.A78,MB.A19R7,20816.4231,EXT,R,B,ODD,63,63,LBBRA.19R7,LBBRA_19R7
RB.A78,MB.B19R7,20832.0831,EXT,R,A,EVEN,16,93,LBARA.19R7,LBARA_19R7
RB.A78,MB.C19R7,20847.7431,EXT,R,B,ODD,62,62,LBBRC.19R7,LBBRC_19R7
RB.A78,MB.A20R7,20869.8731,EXT,R,A,EVEN,17,94,LBARA.20R7,LBARA_20R7
RB.A78,MB.B20R7,20885.5331,EXT,R,B,ODD,61,61,LBBRA.20R7,LBBRA_20R7
RB.A78,MB.C20R7,20901.1931,EXT,R,A,EVEN,18,95,LBARB.20R7,LBARB_20R7
RB.A78,MB.A21R7,20923.3231,EXT,R,B,ODD,60,60,LBBRA.21R7,LBBRA_21R7
RB.A78,MB.B21R7,20938.9831,EXT,R,A,EVEN,19,96,LBARA.21R7,LBARA_21R7
RB.A78,MB.C21R7,20954.6431,EXT,R,B,ODD,59,59,LBBRC.21R7,LBBRC_21R7
RB.A78,MB.A22R7,20976.7731,EXT,R,A,EVEN,20,97,LBARA.22R7,LBARA_22R7
RB.A78,MB.B22R7,20992.4331,EXT,R,B,ODD,58,58,LBBRA.22R7,LBBRA_22R7
RB.A78,MB.C22R7,21008.0931,EXT,R,A,EVEN,21,98,LBARB.22R7,LBARB_22R7
RB.A78,MB.A23R7,21030.2231,EXT,R,B,ODD,57,57,LBBRA.23R7,LBBRA_23R7
RB.A78,MB.B23R7,21045.8831,EXT,R,A,EVEN,22,99,LBARA.23R7,LBARA_23R7
RB.A78,MB.C23R7,21061.5431,EXT,R,B,ODD,56,56,LBBRC.23R7,LBBRC_23R7
RB.A78,MB.A24R7,21083.6731,EXT,R,A,EVEN,23,100,LBARA.24R7,LBARA_24R7
RB.A78,MB.B24R7,21099.3331,EXT,R,B,ODD,55,55,LBBRA.24R7,LBBRA_24R7
RB.A78,MB.C24R7,21114.9931,EXT,R,A,EVEN,24,101,LBARB.24R7,LBARB_24R7
RB.A78,MB.A25R7,21137.1231,EXT,R,B,ODD,54,54,LBBRA.25R7,LBBRA_25R7
RB.A78,MB.B25R7,21152.7831,EXT,R,A,EVEN,25,102,LBARA.25R7,LBARA_25R7
RB.A78,MB.C25R7,21168.4431,EXT,R,B,ODD,53,53,LBBRC.25R7,LBBRC_25R7
RB.A78,MB.A26R7,21190.5731,EXT,R,A,EVEN,26,103,LBARA.26R7,LBARA_26R7
RB.A78,MB.B26R7,21206.2331,EXT,R,B,ODD,52,52,LBBRA.26R7,LBBRA_26R7
RB.A78,MB.C26R7,21221.8931,EXT,R,A,EVEN,27,104,LBARB.26R7,LBARB_26R7
RB.A78,MB.A27R7,21244.0231,EXT,R,B,ODD,51,51,LBBRA.27R7,LBBRA_27R7
RB.A78,MB.B27R7,21259.6831,EXT,R,A,EVEN,28,105,LBARA.27R7,LBARA_27R7
RB.A78,MB.C27R7,21275.3431,EXT,R,B,ODD,50,50,LBBRC.27R7,LBBRC_27R7
RB.A78,MB.A28R7,21297.4731,EXT,R,A,EVEN,29,106,LBARA.28R7,LBARA_28R7
RB.A78,MB.B28R7,21313.1331,EXT,R,B,ODD,49,49,LBBRA.28R7,LBBRA_28R7
RB.A78,MB.C28R7,21328.7931,EXT,R,A,EVEN,30,107,LBARB.28R7,LBARB_28R7
RB.A78,MB.A29R7,21350.9231,EXT,R,B,ODD,48,48,LBBRA.29R7,LBBRA_29R7
RB.A78,MB.B29R7,21366.5831,EXT,R,A,EVEN,31,108,LBARA.29R7,LBARA_29R7
RB.A78,MB.C29R7,21382.2431,EXT,R,B,ODD,47,47,LBBRC.29R7,LBBRC_29R7
RB.A78,MB.A30R7,21404.3731,EXT,R,A,EVEN,32,109,LBARA.30R7,LBARA_30R7
RB.A78,MB.B30R7,21420.0331,EXT,R,B,ODD,46,46,LBBRA.30R7,LBBRA_30R7
RB.A78,MB.C30R7,21435.6931,EXT,R,A,EVEN,33,110,LBARB.30R7,LBARB_30R7
RB.A78,MB.A31R7,21457.8231,EXT,R,B,ODD,45,45,LBBRA.31R7,LBBRA_31R7
RB.A78,MB.B31R7,21473.4831,EXT,R,A,EVEN,34,111,LBARA.31R7,LBARA_31R7
RB.A78,MB.C31R7,21489.1431,EXT,R,B,ODD,44,44,LBBRC.31R7,LBBRC_31R7
RB.A78,MB.A32R7,21511.2731,EXT,R,A,EVEN,35,112,LBARA.32R7,LBARA_32R7
RB.A78,MB.B32R7,21526.9331,EXT,R,B,ODD,43,43,LBBRA.32R7,LBBRA_32R7
RB.A78,MB.C32R7,21542.5931,EXT,R,A,EVEN,36,113,LBARB.32R7,LBARB_32R7
RB.A78,MB.A33R7,21564.7231,EXT,R,B,ODD,42,42,LBBRA.33R7,LBBRA_33R7
RB.A78,MB.B33R7,21580.3831,EXT,R,A,EVEN,37,114,LBARA.33R7,LBARA_33R7
RB.A78,MB.C33R7,21596.0431,EXT,R,B,ODD,41,41,LBBRC.33R7,LBBRC_33R7
RB.A78,MB.A34R7,21618.1731,EXT,R,A,EVEN,38,115,LBARA.34R7,LBARA_34R7
RB.A78,MB.B34R7,21633.8331,EXT,R,B,ODD,40,40,LBBRA.34R7,LBBRA_34R7
RB.A78,MB.C34R7,21649.4931,EXT,R,A,EVEN,39,116,LBARB.34R7,LBARB_34R7
RB.A78,MB.C34L8,21671.6231,EXT,R,B,ODD,39,39,LBBRA.34L8,LBBRA_34L8
RB.A78,MB.B34L8,21687.2831,EXT,R,A,EVEN,40,117,LBARA.34L8,LBARA_34L8
RB.A78,MB.A34L8,21702.9431,EXT,R,B,ODD,38,38,LBBRC.34L8,LBBRC_34L8
RB.A78,MB.C33L8,21725.0731,EXT,R,A,EVEN,41,118,LBARA.33L8,LBARA_33L8
RB.A78,MB.B33L8,21740.7331,EXT,R,B,ODD,37,37,LBBRA.33L8,LBBRA_33L8
RB.A78,MB.A33L8,21756.3931,EXT,R,A,EVEN,42,119,LBARB.33L8,LBARB_33L8
RB.A78,MB.C32L8,21778.5231,EXT,R,B,ODD,36,36,LBBRA.32L8,LBBRA_32L8
RB.A78,MB.B32L8,21794.1831,EXT,R,A,EVEN,43,120,LBARA.32L8,LBARA_32L8
RB.A78,MB.A32L8,21809.8431,EXT,R,B,ODD,35,35,LBBRC.32L8,LBBRC_32L8
RB.A78,MB.C31L8,21831.9731,EXT,R,A,EVEN,44,121,LBARA.31L8,LBARA_31L8
